true,animals,cities,companies,elements,facts,generated,inventions
0.4498141,0.26909482,0.653237,0.38509965,0.29483294,0.32784545,0.42053124,0.360216
0.8415934,0.7416304,0.8576814,0.7012197,0.6846752,0.7703306,0.85719407,0.7622052
0.84525806,0.70935917,0.8925212,0.757057,0.6644983,0.7479551,0.8781949,0.7474357
0.8377383,0.7168535,0.8711233,0.7355292,0.6647815,0.7513895,0.8480632,0.74551135
0.3805476,0.21222878,0.5834869,0.30155563,0.23604909,0.2692082,0.35763264,0.29397917
0.4000979,0.2488324,0.57813406,0.32494986,0.2558707,0.28516835,0.3650166,0.3199395
0.8099382,0.6922709,0.87294436,0.6979312,0.63631046,0.7185214,0.84535575,0.71165943
0.88028276,0.76266396,0.88221407,0.74967873,0.7187898,0.8178797,0.89395267,0.7989652
0.78595763,0.6223618,0.852293,0.70618856,0.60401976,0.6885711,0.8175488,0.7090454
0.35780716,0.21854526,0.5538549,0.28154123,0.2041071,0.2492565,0.32507628,0.28040987
0.8374307,0.68052447,0.8592567,0.74910486,0.67297024,0.7495987,0.84634495,0.754876
0.8783828,0.7903018,0.89700806,0.73713374,0.7108821,0.8135456,0.8983186,0.7855125
0.87175226,0.74489427,0.9039074,0.755842,0.69697726,0.78443146,0.885849,0.7681906
0.8106259,0.6564872,0.8414132,0.68639547,0.65371037,0.7730699,0.8235712,0.75099134
0.81666267,0.6825919,0.88128036,0.70973814,0.6421541,0.72078234,0.8471567,0.7257838
0.87577546,0.74198836,0.90583116,0.76990485,0.7046949,0.7890878,0.8923125,0.7829676
0.47328866,0.3164829,0.60977685,0.41126895,0.33575904,0.36583605,0.45183176,0.4104377
0.89322495,0.7820289,0.92327666,0.76035285,0.71562815,0.81507593,0.9140943,0.7972731
0.75287694,0.63684535,0.8111281,0.63931173,0.5941682,0.66709155,0.7774581,0.6435652
0.3033281,0.16068909,0.504781,0.2250689,0.16712373,0.20762797,0.28535622,0.24207726
0.40578574,0.23903452,0.6207076,0.3256513,0.24898887,0.29565406,0.388703,0.3303
0.78721523,0.68940616,0.83750457,0.6723916,0.61813605,0.695791,0.8206797,0.6822794
0.84754115,0.70161676,0.882426,0.7451969,0.6824902,0.76884437,0.85076904,0.7488117
0.84857905,0.72095585,0.8920297,0.75748014,0.6655775,0.75605696,0.8764832,0.75237757
0.8819021,0.7585832,0.91302127,0.7651638,0.7024441,0.79270697,0.89480376,0.7893915
0.8666037,0.75335914,0.8978811,0.7375943,0.70437,0.7853055,0.8865611,0.7676879
0.8379327,0.69220614,0.8905959,0.74344784,0.6571684,0.7425668,0.868849,0.747743
0.32307258,0.20535287,0.50128454,0.26584268,0.1728222,0.2114489,0.3111021,0.24888898
0.7509122,0.6578207,0.81175464,0.6498491,0.5871761,0.6649544,0.79361475,0.6478668
0.89588404,0.7627906,0.9013895,0.7774625,0.73355865,0.82173514,0.89521515,0.79626644
0.760422,0.6695903,0.81478006,0.6369551,0.59278226,0.6844233,0.8108413,0.65718985
0.8877432,0.7722369,0.9012004,0.7444216,0.7219574,0.81721187,0.9035346,0.7968323
0.35816365,0.20559056,0.54850066,0.29281282,0.21227235,0.24415958,0.32354042,0.26175612
0.38376117,0.2403504,0.55112636,0.31353506,0.24358496,0.27167213,0.35800374,0.30164236
0.87073636,0.7981382,0.880627,0.7221863,0.70347196,0.806566,0.8930309,0.7732686
0.86357147,0.7360781,0.89349294,0.7388563,0.6980733,0.7843251,0.8811602,0.7624868
0.8881027,0.7532731,0.8936481,0.7836825,0.7246487,0.8091513,0.8975711,0.7891636
0.8605698,0.70673174,0.8989307,0.76701236,0.69129074,0.76333123,0.8793659,0.7720959
0.368397,0.20184933,0.575106,0.3001028,0.2313664,0.25421348,0.33803898,0.2933188
0.44566786,0.27947527,0.65444386,0.36725584,0.27917278,0.32488495,0.42647654,0.35929912
0.35790566,0.20977294,0.5566003,0.28438488,0.21874848,0.2584791,0.34570956,0.2945326
0.38771296,0.21786283,0.5570414,0.32951248,0.24036817,0.26903147,0.36309922,0.3227316
0.88600284,0.8022804,0.8881258,0.740757,0.72593075,0.82881105,0.9035589,0.80118847
0.2522707,0.12825304,0.3865271,0.20962124,0.1631344,0.1751189,0.23787355,0.20079502
0.78030884,0.69476026,0.8152139,0.6461568,0.6243613,0.7061975,0.8142069,0.68987954
0.4161595,0.24124202,0.60349566,0.36514103,0.26318157,0.29908264,0.38818955,0.35402724
0.8049422,0.733949,0.83598787,0.66667616,0.6332709,0.7352706,0.8385271,0.71524453
0.9141329,0.832307,0.9038005,0.76384926,0.7502639,0.85320777,0.92381716,0.82006884
0.8763979,0.80611455,0.88597023,0.748484,0.7007073,0.80851007,0.9064112,0.79512715
0.8939599,0.8063306,0.9057402,0.754345,0.72950876,0.82259643,0.9133255,0.79881656
0.8999852,0.8267356,0.8752681,0.73272485,0.750857,0.86374617,0.90081805,0.8050428
0.3542076,0.2034204,0.5426716,0.29570815,0.20031366,0.23542869,0.31973222,0.26919267
0.45150897,0.28249544,0.6236754,0.3825581,0.2984761,0.33698994,0.41616932,0.37017992
0.8232282,0.68777394,0.8773284,0.7330155,0.6410723,0.7215204,0.84569407,0.7293753
0.892115,0.78929174,0.91074145,0.7682279,0.71771014,0.81738937,0.9197753,0.79572046
0.83486766,0.73140204,0.8668644,0.70998853,0.6623062,0.7722479,0.8574225,0.7351719
0.8926003,0.7830548,0.908316,0.7574756,0.72679925,0.8163119,0.9054507,0.8036239
0.84676164,0.73510647,0.89329976,0.725556,0.67195135,0.76780736,0.8810234,0.7519529
0.350806,0.18132438,0.5464357,0.2947585,0.20114191,0.22752929,0.3308842,0.29513
0.9061701,0.78362703,0.90043825,0.78088635,0.7432343,0.8316772,0.9068332,0.8178214
0.7539732,0.6283666,0.82309586,0.6473173,0.5864403,0.66712266,0.788054,0.65564406
0.89284265,0.80958045,0.87664086,0.75865877,0.72842324,0.8232143,0.90619564,0.8147346
0.86254084,0.7930683,0.8795739,0.72193253,0.6981272,0.7968686,0.8962814,0.76387155
0.78511286,0.6857005,0.8374543,0.6574489,0.6066736,0.7065779,0.82362896,0.6886466
0.8310782,0.6850307,0.8703753,0.72605634,0.6672052,0.7606256,0.84223306,0.73921037
0.7759807,0.66260386,0.8440464,0.66025627,0.59767795,0.68611664,0.82109404,0.67257905
0.8425324,0.7053368,0.876825,0.7498712,0.6759254,0.7621,0.8704351,0.76511955
0.8959321,0.8010095,0.8971306,0.76158315,0.7228651,0.8347255,0.9117543,0.813972
0.2336182,0.15557706,0.305224,0.19550459,0.1639236,0.17519459,0.235565,0.2133429
0.40035433,0.24550189,0.55192864,0.3531682,0.25919014,0.28624436,0.36940458,0.33615765
0.40742868,0.2443047,0.6173037,0.32526654,0.24337539,0.28273755,0.3930934,0.317852
0.8889547,0.7747248,0.8904687,0.7612457,0.715196,0.8151334,0.89935315,0.80190784
0.88746655,0.7559405,0.9062621,0.7633065,0.7215469,0.8128473,0.8922819,0.7811869
0.36067927,0.22614713,0.5346577,0.28620696,0.21981241,0.25423637,0.3357562,0.28387547
0.41318005,0.24372798,0.5982815,0.33648387,0.26925936,0.29559273,0.38246697,0.33274332
0.842865,0.71438646,0.89526445,0.7425263,0.661985,0.75561297,0.87355566,0.7452094
0.87013495,0.7929959,0.8705902,0.7334059,0.71905357,0.81841755,0.8801614,0.7785014
0.83038425,0.73172385,0.85564476,0.69374835,0.6730313,0.7570518,0.85476375,0.74193656
0.37935472,0.21871763,0.5894637,0.30150607,0.23285261,0.26405632,0.35830072,0.30177146
0.8994055,0.7907928,0.9047642,0.7717824,0.73341435,0.8256489,0.9216035,0.80199164
0.36857587,0.21115458,0.5799339,0.29487392,0.20917274,0.25415987,0.35163772,0.3067908
0.89631486,0.782498,0.9096358,0.7851851,0.72005504,0.8119463,0.9187898,0.8130624
0.8115166,0.63915753,0.8771329,0.72894436,0.63299686,0.71172065,0.83546567,0.7187594
0.8906822,0.7491064,0.9164373,0.77734256,0.72256523,0.8071707,0.9020463,0.80061287
0.77159613,0.60009426,0.83577484,0.7043032,0.59649616,0.66623175,0.7938182,0.68396586
0.8664834,0.75416684,0.89969593,0.7341111,0.7027843,0.7853805,0.8871039,0.773016
0.41856453,0.24463892,0.5998405,0.34764782,0.2788034,0.3162533,0.38941643,0.3694707
0.44059077,0.2761364,0.6367723,0.36932182,0.28305188,0.3234746,0.40562758,0.36625803
0.35154635,0.21059847,0.55270714,0.27251428,0.20404142,0.2393898,0.32625613,0.25549656
0.8111459,0.7870077,0.80191183,0.66897446,0.66767937,0.770427,0.8386954,0.72565275
0.35219616,0.18793261,0.5619346,0.28658152,0.19975212,0.22841859,0.33413514,0.27344152
0.32705283,0.17018285,0.53338575,0.26723644,0.18699625,0.21195588,0.30648184,0.23674753
0.49466312,0.3296292,0.6576924,0.42713726,0.3423826,0.41307843,0.46186754,0.4496484
0.82421786,0.77556515,0.8262714,0.65896535,0.67874527,0.77855986,0.8536615,0.7340126
0.40616152,0.22283354,0.6112284,0.33826607,0.25491422,0.2777356,0.3758474,0.3414269
0.30710983,0.16278663,0.506029,0.23555252,0.1711461,0.20705193,0.2954444,0.25388414
0.86712384,0.79517126,0.8725733,0.7317971,0.7082068,0.80652094,0.8888736,0.7808314
0.900305,0.79224384,0.9060852,0.75389194,0.7416333,0.8342002,0.9088114,0.8005365
0.32520252,0.18037751,0.5222922,0.2534423,0.18960576,0.2075739,0.3018636,0.24589306
0.84110904,0.76719415,0.84351546,0.69117624,0.685483,0.78238314,0.8633118,0.759094
0.8901663,0.7569746,0.91299397,0.778733,0.714291,0.7972204,0.90964645,0.7930952
0.87355435,0.7763212,0.903496,0.75426555,0.69549197,0.7906034,0.8984225,0.77392846
0.33505774,0.17907283,0.5377208,0.27577445,0.18594871,0.20990378,0.3258949,0.2503736
0.4030384,0.24042225,0.594723,0.33835626,0.2453205,0.2830043,0.3881593,0.32423514
0.9005107,0.7956174,0.9209501,0.7683222,0.7249642,0.8230002,0.9175211,0.80323565
0.91110045,0.8070971,0.9073227,0.7669974,0.7470101,0.84948313,0.9176846,0.81098413
0.88392925,0.76764786,0.91317374,0.7626516,0.71033156,0.79641116,0.9021395,0.7918324
0.8849189,0.7737303,0.89574635,0.75394905,0.7147601,0.81041515,0.90523964,0.7921688
0.8858943,0.7727806,0.9085562,0.77070254,0.71530014,0.80339634,0.91010976,0.7948402
0.47404206,0.33158562,0.64851254,0.40829602,0.3113578,0.35246345,0.45425016,0.39597028
0.8224381,0.68755674,0.8759207,0.7189235,0.654115,0.73268974,0.8487933,0.7258707
0.883064,0.80956316,0.87868416,0.7416723,0.7201138,0.8171834,0.90378445,0.7891401
0.8934379,0.7853926,0.8892125,0.7472216,0.7405968,0.83589035,0.8949098,0.79644084
0.8261215,0.7771672,0.8349601,0.6843301,0.6619883,0.7719961,0.85624206,0.7481973
0.9083552,0.8002646,0.903613,0.7726781,0.745022,0.84890735,0.9146316,0.8136425
0.909211,0.81849664,0.89680755,0.76220846,0.75117224,0.84713745,0.9128075,0.8121547
0.3089751,0.16982034,0.49508464,0.23722029,0.17706758,0.20389201,0.2895655,0.22572845
0.34246328,0.20240991,0.4731065,0.29112145,0.22901359,0.25295907,0.32217944,0.2921483
0.90059686,0.7786452,0.8953526,0.790844,0.73377955,0.82889974,0.9127793,0.81067777
0.33811352,0.17478146,0.5556392,0.27555406,0.18728724,0.213103,0.31733736,0.26689768
0.88757,0.7697034,0.9037299,0.75754553,0.7190685,0.8096312,0.9006594,0.78823256
0.81281817,0.66274285,0.8634598,0.72462225,0.64996797,0.720711,0.84591925,0.7291753
0.8963696,0.76675475,0.9037281,0.76025385,0.73503053,0.82315016,0.90294385,0.80870223
0.39684147,0.2694167,0.57515705,0.3250836,0.25231683,0.28831086,0.39407182,0.32903868
0.89365935,0.80177027,0.89506567,0.75321233,0.7289192,0.8345506,0.9095042,0.81548166
0.4472596,0.27393445,0.65676904,0.3671714,0.27930713,0.329655,0.4217313,0.3777755
0.8855036,0.7511837,0.91307235,0.7842644,0.70205164,0.79318786,0.8994604,0.7830881
0.30960268,0.2383079,0.4317038,0.2373573,0.1984248,0.2342653,0.29898712,0.2709582
0.8511716,0.7399776,0.8746877,0.7076597,0.68752927,0.7778747,0.8707673,0.7670825
0.37921232,0.21306449,0.5860646,0.31903064,0.23116946,0.25688952,0.36804056,0.29379797
0.34712344,0.18121876,0.550672,0.28200692,0.20756188,0.2288334,0.32526037,0.2573995
0.828673,0.7388041,0.8510114,0.6952265,0.67305654,0.75930905,0.8559289,0.7319852
0.8295631,0.6748924,0.87389797,0.74682474,0.6545554,0.7342092,0.84294164,0.73894024
0.8454689,0.7399651,0.8695526,0.71891856,0.6754212,0.7634774,0.8555012,0.75005245
0.85623837,0.73949313,0.89778495,0.73698866,0.6822368,0.78719103,0.88691086,0.7593274
0.8510237,0.73345196,0.86399704,0.74782896,0.69847894,0.7718023,0.86259854,0.7471873
0.8281163,0.7148316,0.855935,0.7341852,0.6571574,0.7296271,0.8400675,0.73259205
0.4483656,0.28769726,0.64550346,0.37403876,0.28503197,0.3344105,0.42256021,0.3658234
0.7995031,0.764728,0.8116224,0.6484473,0.6492983,0.74601436,0.8427235,0.71570265
0.8016415,0.6317453,0.85651284,0.72552764,0.6289461,0.7023083,0.82837903,0.716843
0.40945798,0.29958996,0.550455,0.3620124,0.25959182,0.29409242,0.40788478,0.35350645
0.87610114,0.7588805,0.8914851,0.7593426,0.71399057,0.80901885,0.89282453,0.777767
0.29895622,0.16119821,0.5075251,0.22615495,0.15848666,0.18787897,0.28041816,0.21111056
0.86638296,0.7944449,0.86545134,0.7176657,0.7091731,0.803766,0.8957585,0.7648424
0.43598747,0.26759478,0.6318213,0.3736834,0.27467623,0.31274045,0.39675036,0.3583632
0.3244018,0.19444191,0.5158594,0.24453652,0.18579534,0.21861097,0.30892232,0.24185953
0.7871448,0.675631,0.8549967,0.68106306,0.61233914,0.6973105,0.82640284,0.682229
0.8269442,0.7297994,0.86461425,0.69384235,0.6475035,0.749307,0.8616089,0.7332912
0.8766995,0.7833929,0.88456225,0.72785246,0.7103303,0.810703,0.8931491,0.78349054
0.8099382,0.6922709,0.87294436,0.6979312,0.63631046,0.7185214,0.84535575,0.71165943
0.81862277,0.71218026,0.85870826,0.67982733,0.6566256,0.741158,0.8475058,0.7193218
0.885515,0.7672327,0.9046782,0.7461431,0.72074616,0.81410086,0.90233624,0.7928202
0.8858588,0.75617915,0.91144866,0.7638843,0.7132101,0.8105621,0.9048974,0.7824439
0.87232625,0.80583,0.8454889,0.7484766,0.7136911,0.8082777,0.8791424,0.788246
0.84344435,0.6866603,0.87746644,0.7504732,0.67123127,0.75469476,0.857049,0.75201136
0.3689636,0.20584868,0.56607574,0.29446578,0.22461613,0.25799987,0.33585155,0.2812
0.8898277,0.80599344,0.889115,0.7354836,0.72722924,0.8315047,0.9047652,0.794081
0.39592895,0.22631702,0.5995859,0.3172869,0.24716198,0.2754662,0.36169145,0.31045866
0.77173465,0.6894365,0.8268109,0.6699268,0.59662807,0.68202716,0.8128797,0.6726185
0.88259465,0.7979747,0.8701837,0.7462387,0.7149863,0.8211068,0.8899182,0.7920421
0.8799457,0.74198127,0.9102285,0.77040946,0.70698726,0.79305315,0.8957299,0.79122996
0.32708037,0.17372227,0.52208775,0.25544342,0.17958385,0.21192008,0.3137757,0.2573337
0.44172633,0.28890264,0.60553765,0.38569117,0.29211417,0.32594565,0.41929394,0.37231934
0.36128944,0.22623558,0.54187006,0.28396234,0.22684939,0.24645798,0.33575597,0.273759
0.42137152,0.2630536,0.605072,0.35312197,0.2783014,0.3174465,0.393937,0.3644593
0.37071913,0.24134064,0.5228044,0.31096676,0.23403472,0.25501004,0.33963573,0.30677226
0.8715361,0.8068671,0.85136783,0.7159203,0.72538245,0.8232528,0.8805758,0.78034616
0.8407626,0.7334898,0.88631606,0.7371301,0.66294456,0.74844164,0.87014294,0.7350649
0.8593199,0.7725273,0.87226015,0.720068,0.68488455,0.789683,0.8784431,0.7719275
0.8661042,0.79421103,0.8612052,0.73405004,0.7048334,0.8316639,0.8836057,0.80980927
0.8437439,0.7859709,0.8524428,0.71356046,0.6743341,0.77295077,0.88593334,0.7590438
0.8805385,0.7685926,0.9055079,0.7438806,0.7078632,0.8017451,0.89571327,0.7893145
0.8565223,0.7883873,0.8637831,0.7117957,0.69874954,0.81236434,0.88352907,0.75722635
0.85149515,0.7390971,0.8790454,0.7219799,0.68551356,0.76989496,0.87241435,0.74950355
0.85628283,0.74439645,0.88565075,0.73590624,0.69028187,0.77730256,0.88401496,0.7830219
0.88549197,0.7565877,0.9076854,0.7773094,0.709328,0.7988305,0.8918225,0.7786003
0.7671535,0.59939647,0.8326535,0.68353605,0.59207726,0.66303897,0.79242116,0.6912408
0.9002104,0.7862617,0.8931173,0.7645399,0.7300789,0.8323018,0.9096882,0.82592297
0.87408423,0.80233926,0.86662215,0.71901596,0.7130861,0.8249676,0.8855229,0.7859666
0.35050583,0.18972626,0.55665135,0.2740259,0.20691913,0.24206276,0.32480884,0.26523268
0.40729374,0.24657604,0.58172584,0.34707025,0.25824055,0.29350603,0.38402998,0.33385566
0.80441684,0.7271003,0.83991987,0.6593574,0.6473336,0.7469178,0.843361,0.7162167
0.8044084,0.6328484,0.86661744,0.7087277,0.63144505,0.7102055,0.8313108,0.72530514
0.37994057,0.22536343,0.5670506,0.31241426,0.22860415,0.26489902,0.3582741,0.29665434
0.30640832,0.17259963,0.48495933,0.23981626,0.17921059,0.20840664,0.2764389,0.23328033
0.89538836,0.78493154,0.9129908,0.76819587,0.7217067,0.82061285,0.9115546,0.8075931
0.8157478,0.74764246,0.8464815,0.6660043,0.6575151,0.76771116,0.84102184,0.7290616
0.8567686,0.7031761,0.8898747,0.7331886,0.6888373,0.7810416,0.87383085,0.7712467
0.8281561,0.72132164,0.86328447,0.7139101,0.6598799,0.74889743,0.8555738,0.7384246
0.8977734,0.7973485,0.91275126,0.7666293,0.72514915,0.8202778,0.9208605,0.81281805
0.847804,0.7162922,0.884127,0.72860956,0.6689248,0.75819474,0.8649904,0.76178074
0.86141306,0.7302957,0.9101273,0.7526405,0.6833564,0.7743423,0.88992596,0.76217645
0.882996,0.7513496,0.8917959,0.76259726,0.7042273,0.8080338,0.88836104,0.7999531
0.77476054,0.60924494,0.83952343,0.6857395,0.60259825,0.6732005,0.79915637,0.6973251
0.8269646,0.7527938,0.8564612,0.67901313,0.6721244,0.77579725,0.85952294,0.7399944
0.37332308,0.20755829,0.5782465,0.28756574,0.23065475,0.26287928,0.3463285,0.29150975
0.8860765,0.770236,0.913707,0.7562703,0.7079284,0.80908406,0.90472937,0.78427505
0.3632693,0.2099173,0.5679271,0.28404784,0.21020788,0.248212,0.33814973,0.2836817
0.8817651,0.7303342,0.9044167,0.76721346,0.7098397,0.79618764,0.8846353,0.7904792
0.86292404,0.7974527,0.8674307,0.73962593,0.6930353,0.79930913,0.89597154,0.77737534
0.89897627,0.77369666,0.9204113,0.771925,0.7284359,0.82056904,0.9133434,0.8015112
0.48367682,0.30901062,0.6851757,0.41258323,0.32022718,0.35361874,0.45634642,0.40546674
0.37015784,0.20621952,0.57095855,0.30236638,0.22803776,0.2597014,0.3428941,0.29929024
0.8763938,0.7666912,0.9061951,0.74945164,0.70845556,0.7922853,0.90821,0.77941334
0.38402468,0.22773063,0.57731044,0.31110746,0.23346868,0.267678,0.36387,0.29467738
0.89354634,0.7937217,0.89453864,0.75136936,0.7333107,0.83002067,0.9069892,0.7886381
0.4441797,0.29188707,0.608861,0.37501383,0.29743776,0.33489925,0.42756692,0.37204662
0.3871748,0.21068989,0.5877719,0.3285864,0.24102473,0.26280442,0.36209667,0.3141601
0.8763627,0.7799819,0.8745141,0.7256311,0.722718,0.8446545,0.8828672,0.7918915
0.8695141,0.7563863,0.9040961,0.74856174,0.6925512,0.7825366,0.8942007,0.78561664
0.7691519,0.662864,0.83279395,0.65144604,0.59538174,0.68566203,0.81372744,0.6645565
0.77236235,0.67334396,0.8260839,0.65959185,0.60254204,0.68713546,0.80881184,0.6692853
0.8915204,0.76804113,0.91122115,0.777246,0.7156496,0.81204796,0.9093238,0.7966465
0.86227214,0.73447204,0.9004238,0.7452228,0.6885687,0.7768019,0.89111555,0.7629392
0.34333128,0.19243607,0.5429603,0.25817126,0.2023048,0.23355213,0.31472528,0.26647443
0.4416464,0.28382212,0.62579113,0.36282396,0.3009196,0.3515588,0.41001028,0.38267547
0.8801924,0.7511154,0.90341425,0.7723514,0.6977985,0.79204786,0.89518833,0.7920083
0.89758235,0.79393566,0.91068417,0.7567609,0.7202817,0.8293996,0.9159334,0.7999644
0.8888544,0.7677233,0.8983743,0.7647236,0.7161558,0.81038743,0.8964249,0.7933026
0.879922,0.7234354,0.90374684,0.7671941,0.71116066,0.7973161,0.8802719,0.7828897
0.3026539,0.1596203,0.48328835,0.2550903,0.1814272,0.19694372,0.29802072,0.22318958
0.8262533,0.75253785,0.85117674,0.69287014,0.6556085,0.7543432,0.8613514,0.7258963
0.34528914,0.18901789,0.5509765,0.28116304,0.19218302,0.22635856,0.3208415,0.26255566
0.8955389,0.7965938,0.9139501,0.76823735,0.7136319,0.8185602,0.9195511,0.80590343
0.379161,0.235073,0.549326,0.30662245,0.23716721,0.27485916,0.34321105,0.3046859
0.8986454,0.80336344,0.8950402,0.74722064,0.7482747,0.83882415,0.9039389,0.79642016
0.31580567,0.14881548,0.5001298,0.2630758,0.19079061,0.21816218,0.2861382,0.27102196
0.879922,0.7234354,0.90374684,0.7671941,0.71116066,0.7973161,0.8802719,0.7828897
0.3489017,0.18972385,0.54368126,0.2771306,0.21287549,0.24380182,0.3210321,0.26160538
0.35664517,0.20827162,0.55249757,0.27302444,0.21476088,0.24956663,0.33728468,0.2732038
0.32047778,0.16971055,0.50434995,0.2749215,0.18212226,0.20963414,0.29693207,0.23263292
0.870777,0.7456235,0.89480937,0.74899644,0.70239484,0.80486435,0.88676745,0.7820382
0.34663036,0.19991916,0.51505,0.29984564,0.21057597,0.23605439,0.32008073,0.25615418
0.8127287,0.7091058,0.85909796,0.7063864,0.63996315,0.72364867,0.8432839,0.7092357
0.37438616,0.22400326,0.57135034,0.3080148,0.22550492,0.25320956,0.35388207,0.29254198
0.84422874,0.7913305,0.83581877,0.6923664,0.69882035,0.7893225,0.87151015,0.74708784
0.3484779,0.18177328,0.5539322,0.28201646,0.21504515,0.22942078,0.32577798,0.26436067
0.8153497,0.70075655,0.8731092,0.7098583,0.6344245,0.7251854,0.8511372,0.7160942
0.3538374,0.18941775,0.54568446,0.28838205,0.2126067,0.23230053,0.33073354,0.28050733
0.85734814,0.7519273,0.8697739,0.70558906,0.7039709,0.7979927,0.87306976,0.7688717
0.8179051,0.6660889,0.8336699,0.69132346,0.6693152,0.77893347,0.82236207,0.73743534
0.34589168,0.19426513,0.5516907,0.2759671,0.202086,0.23466897,0.3239224,0.266114
0.40409803,0.23494601,0.61598295,0.33104205,0.25412804,0.277368,0.3793201,0.32767683
0.8817512,0.761227,0.8653407,0.757523,0.72668535,0.8073935,0.8668835,0.7949366
0.8455335,0.6975894,0.8828186,0.74755955,0.67860335,0.760715,0.8527572,0.75422704
0.84674954,0.7101829,0.8769808,0.7254099,0.68288505,0.7673455,0.8650887,0.74903333
0.8787757,0.7687385,0.8798796,0.74746734,0.7214906,0.82541025,0.88573974,0.8071502
0.86995935,0.7756575,0.8989989,0.7386942,0.69844973,0.799802,0.8984275,0.77264273
0.8534949,0.72068954,0.88427544,0.7478549,0.6712543,0.76027447,0.88078356,0.78224796
0.86507016,0.7830399,0.87593585,0.7244045,0.6995847,0.8029161,0.89509505,0.7611291
0.44331545,0.27026653,0.6516199,0.37539294,0.27730036,0.3183492,0.41976553,0.3669654
0.32879436,0.19435063,0.50246084,0.25349212,0.20245677,0.22742179,0.30174488,0.2509996
0.8514942,0.7072284,0.8977064,0.7387862,0.6732967,0.7651184,0.87316376,0.7483214
0.36602467,0.20262426,0.5737978,0.29281032,0.21339738,0.25930828,0.33498502,0.30953276
0.7913518,0.6556751,0.8516183,0.68234855,0.6221881,0.7006314,0.8186981,0.6927395
0.8973235,0.7881427,0.9103608,0.7635766,0.73032296,0.8282917,0.91357374,0.80344504
0.8072968,0.6635674,0.8739991,0.69418687,0.635751,0.7243695,0.83270043,0.7053197
0.39959416,0.23006353,0.59733903,0.33956623,0.24372159,0.29359767,0.36708897,0.3352051
0.8572509,0.76145124,0.8792999,0.71822107,0.6937448,0.7887901,0.8857737,0.759099
0.33975655,0.1815089,0.54496396,0.26316544,0.20360415,0.22532925,0.31101882,0.2598437
0.8827749,0.7574679,0.89578044,0.75193906,0.7133143,0.8161912,0.88986903,0.7864958
0.77583516,0.68447703,0.8287599,0.6475451,0.6064364,0.69827414,0.8238766,0.67171043
0.8255383,0.7735548,0.8261284,0.67110056,0.67816067,0.79023564,0.85128456,0.7359382
0.4666013,0.28693593,0.65346074,0.39727724,0.29613864,0.34819543,0.43228433,0.4113782
0.35077888,0.19110946,0.55053407,0.27308837,0.21516767,0.242473,0.32841447,0.26713908
0.8421478,0.69114965,0.8700601,0.7282318,0.6892383,0.7749962,0.8549819,0.7493886
0.7907635,0.6818037,0.85369503,0.66901994,0.6280147,0.7183203,0.83280885,0.6918212
0.81958723,0.6979089,0.86663157,0.7237387,0.6382345,0.7243467,0.84676933,0.71052265
0.85088784,0.76058954,0.87943363,0.71814716,0.68462443,0.7799027,0.8823371,0.76157516
0.7809752,0.69299626,0.82199126,0.6447296,0.61927104,0.71510315,0.8204727,0.6881032
0.49226967,0.34112477,0.6403531,0.44559202,0.33145595,0.3638093,0.4600834,0.4424017
0.32745522,0.1764153,0.5339053,0.2603916,0.1818775,0.21114095,0.30234867,0.23741943
0.8965405,0.7735638,0.91866046,0.7805667,0.72673225,0.80827326,0.91151553,0.79769874
0.29628903,0.1679492,0.43649966,0.24188487,0.1797683,0.20394535,0.27351457,0.24801351
0.8959317,0.80512965,0.90117353,0.7655351,0.72671694,0.82132137,0.9174397,0.8122193
0.8466786,0.7053207,0.8908979,0.74006593,0.6804105,0.7559664,0.8779981,0.75647914
0.42946646,0.2835427,0.6164845,0.3493507,0.28588253,0.33201167,0.4018256,0.35510087
0.83410317,0.7170958,0.88451445,0.71329415,0.6568612,0.7593692,0.8705394,0.7402338
0.33283436,0.16967335,0.54096055,0.25982267,0.19755346,0.22668028,0.31125778,0.25642627
0.30709395,0.16564226,0.5024742,0.24104664,0.16844958,0.2075349,0.28979048,0.22057363
0.8932016,0.79464066,0.90779865,0.75363666,0.71519715,0.82533514,0.9179227,0.806918
0.8947183,0.74204195,0.8966723,0.7844111,0.7318439,0.8205645,0.89218473,0.80214536
0.8892772,0.76520246,0.9046366,0.75361234,0.7339418,0.8178357,0.8949728,0.7800685
0.41788492,0.26547644,0.5845174,0.34557244,0.27394667,0.3034464,0.3818009,0.33775216
0.8541013,0.784884,0.8654981,0.7137261,0.69462425,0.7923884,0.88431114,0.7776307
0.88546765,0.74925727,0.8906672,0.77414584,0.7163493,0.8038617,0.8925806,0.80788064
0.89140475,0.79325116,0.8815519,0.7371868,0.7501464,0.8279693,0.89342046,0.79728234
0.9070325,0.8057636,0.9085258,0.7649799,0.7432348,0.8382065,0.91882724,0.8077378
0.8458775,0.7577588,0.87878776,0.71804667,0.67236924,0.77410614,0.8772747,0.74406254
0.7896708,0.65872955,0.83633107,0.68036133,0.61026776,0.70950663,0.81114554,0.7063414
0.79853475,0.6856483,0.8409777,0.71184504,0.62987095,0.70129234,0.81604594,0.694478
0.8843866,0.81243914,0.87283206,0.74706036,0.7154342,0.8221155,0.90726113,0.80192304
0.38240373,0.23050776,0.579168,0.3136875,0.22732952,0.2717021,0.36378407,0.30353343
